ESTUDIO;PONDERADOR;REGION_DEF;F0;A_EXACTA;A_RANGO;F3_SEXO;N_HOGAR;N_AFILIADOS;SEXO_1;EDAD_1;AFI_1;SEXO_2;EDAD_2;AFI_2;SEXO_3;EDAD_3;AFI_3;SEXO_4;EDAD_4;AFI_4;SEXO_5;EDAD_5;AFI_5;SEXO_6;EDAD_6;AFI_6;SEXO_7;EDAD_7;AFI_7;SEXO_8;EDAD_8;AFI_8;SEXO_9;EDAD_9;AFI_9;SEXO_10;EDAD_10;AFI_10;SELECCION;P2;P3;P4;P5;P6;A1;A2;A2_COD_1;A2_COD_2;A2_COD_3;A2_COD_4;A2_COD_5;A3;A4;A4_COD_11;A4_COD_21;A4_COD_3;A4_COD_4;A4_COD_5;A4_COD_1_1;A4_COD_1_2;A4_COD_1_3;A4_COD_1_4;A4_COD_1_5;A4_COD_2_1;A4_COD_2_2;A4_COD_2_3;A4_COD_2_4;A4_COD_2_5;A5;A6;A7_1;A7_2;A8;A9_1;A9_2;A9_3;A9_4;A9_5;A9_6;A9_7;A10_1;A10_OTRO1;A10_2;A10_OTRO1_1;A11_1;A11_OTRO1;A11_2;A11_OTRO2;A12_1;A12_OTRO1;A12_2;A12_OTRO2;A13_1;A13_OTRO1;A13_2;A13_OTRO2;A14;A15;A_15_COD_1;A_15_COD_2;A_15_COD_3;A_15_COD_4;A_15_COD_5;B1;B2;B3_1;B3_2;B3_OTRO;B3A;B4;B5;B6;B6_OTRO;B7;B9A;B9B;B9C;B10_1;B10_2;B10_3;B10_4;B10_5;B10_6;B12;B13;B14;B14_1;B14_2;B14_1_1;B14_2_1;B14_TOTAL;B14_TOTAL_1;C1;C4;C5_1;C5_2;C5_3;C5_OTRO;C6;C8_1;C8_2;C8_3;C8_4;C8_5;C8_6;D1;D2;D2_OTRO;D3_11;D3_21;D3_31;D3_41;D3_1;D3_2;D3_3;D3_4;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_TOTAL;D3_TOTAL_1;D4;D5_1;D5_2;D6_1;D6_OTRO1;D6_2;D6_OTRO2;D7;D7_OTRO;D8;D8_1;D10;D10_1;D10_2;D10_1_1;D10_2_1;D10_TOTAL;D10_TOTAL_1;D13_1;D13_2;D14;D15;D16;D17;E1;E1_OTRO;E10;E10_OTRO;E11;E11_OTRO;E2;E2_OTRO;E3;E3_OTRO;E4;E5;E5_OTRO_1;E6;E8_1;E8_2;E8_3;E8_4;E8_5;E8_6;E8_7;E8_8;E8_9;E8_10;E8_11;E9;E9_1;E9_1_COD_1;E9_1_COD_2;E9_1_COD_3;E12_1;E12_2;E12_3;E13;E13_1;E13_1_COD_1;E13_1_COD_2;E13_1_COD_3;E13_1_COD_4;E14;E15_1_1;E15_1_2;E15_1_3;E15_1_4;E15_1_5;E15_1_6;E15_1_7;E15_1_8;E15_2_1;E15_2_2;E15_2_3;E15_2_4;E15_2_5;E15_2_6;E15_3_1;E15_3_2;E15_3_3;E15_3_4;E15_3_5;E15_3_6;E15_4_1;E15_4_2;E15_4_3;E15_4_4;E15_4_5;E15_5_1;E15_5_2;E15_5_3;E15_5_4;E15_5_5;E15_6_1;E15_6_2;E15_6_3;E15_6_4;E15_6_5;E15_6_6;E15_7_1;E15_7_2;E15_7_3;E15_7_4;E15_7_5;E15_7_6;E15_7_7;E15_8_1;E15_8_2;E15_8_3;E15_8_4;E15_8_5;E15_8_6;E15_8_7;E15_9_1;E15_9_2;E15_9_3;E15_9_4;F1;F1_1;F2;F3;F4_LITERAL;F4_COD_1_1;F4_COD_1_2;F5;F7;CAB_EDAD;CAB_SEXO;CAB_REGION;FECHA;EQUILIBRAR_FONASA_1;REGION_TIPO_FONASA;C_81;C_82;C_83;C_84;C_85;C_86;A3_logit;A1_dico;A5_dico;A7_1dico;A7_2dico;A14_dico;C4_dico;B2_dico;a10_bajoscostos;a11_espera;a11_sinespecialistas;a12_cobertura;a13_costos;C6_rec;filter_$;PredictedValue;PredictedValue_1
0;15516_SALUD_REGIONES;1424969266;4;4101;68;3;2;3;3;1;69;1;2;68;1;1;39;1; ; ; ; ; ; ; ; ; ;1;2;1;2;6; ; ; ;6;263;284;221; ;263;284;221; ;263;284;221; ;6;2;6;6;1;2;2;2;2;2;2;2;1;7;4;88; ; ; ; ;6;83; ;2;5;5; ;3;4; ;2;7;1;2;3;3;5;5;5;5;5;5;2; ; ; ;2;1;4;1;3;3;180;3;180;6;7;1;6;1;1;4;2;5;5; ; ;7;7;6;6;6;7;6;6;6;6;6;88; ;4; ;88; ; ;5;8; ; ; ; ;98; ; ; ;4; ; ; ;4; ; ;4; ; ;4; ; ; ; ;4;2; ; ; ; ;2;1; ; ; ;2;4; ;10;29;2; ;9;3;2;1;1;20;21;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;2045365254;13;13124;44;2;1;4;2;1;44;1;2;34;1; ; ; ; ; ; ; ; ; ;1;4;1;2;5; ; ; ;6;221;222; ; ;221;222; ; ;221;222; ; ;5;3;3;2;1;2;2;2;2;2;2;2;3;9;2;3; ; ; ; ;4;72;11; ;3; ; ; ;2;5;1; ;4;3;3;3;5;3;5;2; ; ; ;1;1;8;1;4;4;240;4;240;6;5;1;5;1;1;5;5;5;4; ; ;6;5;1;1;3;4;2;3;1;2;1;1;334;349;4; ;1;531; ; ;4;2; ; ; ; ;9; ; ; ;3; ; ; ;5; ; ;6; ; ;4; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;11;18;2; ;9;2;1;2;1;64;64;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;472294141;13;13115;55;3;2;4;4;2;55;2;1;58;2;1;25;2;1;18;2; ; ; ; ; ; ; ; ; ;2;2;1;6; ; ; ;6;206;202;6; ;206;202;6; ;206;202;6; ;5;2;6;6;2; ; ; ; ;2;6;1;2;5;62; ;2;6;2; ;1;4; ;2;6;1;2; ;4;4;5;4;4;4;4;2; ; ; ;5;1;2;1;2;2;120;2;120;6;6;2;6;5;5;5;4;2; ;3;5;3;3;4;3;3;3;3;3;3;1;344;352;1;2;1;561; ; ;5;2; ; ; ; ;98; ; ; ;98; ; ; ;98; ; ;98; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;13;28;2; ;9;3;2;2;2;96;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15516_SALUD_REGIONES;208787049;14;14101;31;1;2;3;2;2;31;2;1;18;2; ; ; ; ; ; ; ; ; ;2;1;1;5; ; ; ;5;27; ; ; ;27; ; ; ;27; ; ; ;3;2;5;2;1;2;1;1;2;2;1;1; ; ; ; ;5;2;5;1;2;71; ;2;4;5; ;3;4; ;2;7;1; ;4;3;3;2;2;2;3;2; ; ; ;5;1;4;1;3;3;180;3;180;6;6;1;6;2;1;4;9;7;6;1;2; ;5;4;3;2;2;3;5;4;4;4;4;88; ;4; ;1;531; ; ;3;2; ; ; ; ;98; ; ; ;9; ; ; ;9; ; ;9; ; ;8; ; ; ; ;9; ; ; ; ;2; ; ; ;9; ;13;28;1;5;4;7;3;5;1;2;1;2;93;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_REGIONES;2558196936;6;6101;45;2;2;5;2;2;45;1;1;45;1; ; ; ; ; ; ; ; ; ;1;3;1;1;1;31;61; ; ;5;61; ; ; ;61; ; ; ;61; ; ; ;6;2;1;3;2;9;7;3;4; ; ; ; ;5;32; ;2;6;5; ;1;4; ;2;6;98; ;3;8;8;4;8;8;4;2; ; ; ;1;1;2;1;1;1;60;1;60;6;6;1;6;1;1;4;5;98;2; ; ;5;5;2;5;5;6;2;5;5;5;6;88; ;98; ;1;98; ; ;4;2;4; ; ; ; ;2; ; ; ;9; ; ; ;4; ; ;2; ; ;98; ; ; ; ;2; ; ; ; ;2;4; ; ; ;9; ;9;18;1;5;4;7;99;9;2;2;1;1;38;39;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;606426807;13;13201;34;1;2;6;6;2;61;1;2;34;1;1;62;1;2;38;1;1;12;1;1;8;1; ; ; ; ; ; ; ; ; ;1;1;1;2;6; ; ; ;5;32; ; ; ;32; ; ; ;32; ; ; ;5;2;5;4;2;4;7;7;4; ; ; ; ;5;11;31; ;3; ; ; ;3; ;4;5;4;8;5;4;5;2; ; ; ;1;1;3;1;3;3;180;3;180;5;5;2;2;4;5;7; ; ;4;5;5;5;6;5;4;5;6;6;4;88; ;4; ;1;509; ; ;5;4;5; ; ; ; ;4;2; ; ; ;9; ; ; ;7; ; ;4;2; ; ;4; ; ; ; ;4;2; ; ; ; ;1;4; ; ; ;9; ;9;18;2; ;9;1;2;2;1;16;16;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;1208036099;7;7101;40;2;2;4;2;1;47;1;2;40;1; ; ; ; ; ; ; ; ; ;1;3;1;2;4;14; ; ; ;4;52; ; ; ;52; ; ; ;52; ; ; ;2;3;1;2;1;1;1;1;2;1;2;2;7;99;3;6; ; ; ; ;1;51;52; ;2;4;2; ;1;1;2;1;2;2;2;2;2;2;1;3;2;3; ;4;2;8;8;8;8;8;2; ; ; ;2;1;1;1;1;1;60;1;60;2;4;1;5;1;1;4;5;98;2; ; ;5;3;4;8;8;4;8;4;4;8;8;1;306; ;1; ;88; ; ;3;2;1; ; ; ; ;9; ; ; ;98; ; ; ;5; ; ;9; ; ;5; ; ; ; ;5; ; ; ; ;98; ; ; ;9; ;10;29;2; ;9;2;2;1;1;39;40;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;606426807;13;13128;52;2;2;8;6;2;52;1;2;22;1;2;23;1;2;21;1;1;19;1;1;60;1; ; ; ; ; ; ; ; ; ;1;1;1;2;1;31;32;21; ;1;111; ; ; ;111; ; ; ;111; ; ; ;1;3;2;1;1;1;1;2;2;2;1;1;7;100;3;1; ; ; ; ;1;11;61;81;34;2;3;5; ;1;1;1; ;1;1;1;5;3;4;5;4;4;1;2;3; ;2;4;3;3;5;4;3;2; ; ; ;1;1;2;1;2;2;120;2;120;3;4;1;5;2;1;2;8;8;2; ; ;4;4;4;4;3;4;3;3;3;4;3;1;313; ;1;2;1;507; ; ;4;2; ; ; ; ;9; ; ; ;2;3; ; ; ;2;6; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;3;2; ; ; ;9; ;9;16;2; ;9;2;2;2;1;16;16;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;1459851939;13;13112;49;2;2;3; ; ; ; ; ; ; ; ; ;1;2;1;2;1;32; ; ; ;3;23; ; ; ;23; ; ; ;23; ; ; ;4;3;5;6;1;2;2;1;1;2;2;2;2;6;1;2; ; ; ; ;1;81; ;3; ; ; ;3; ;4;9;9;9;9;9;9;2; ; ; ;7;1;1;1;2;2;120;2;120;5;7;2;98;99;98;98; ; ;9;5;9;9;5;9;5;9;9;9;9;88; ;98; ;88; ; ;5;2; ; ; ; ;2; ; ; ;98; ; ; ;98; ; ;98; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;7;9;1;3;1;19;3;9;2;2;2;1;32;32;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;2045365254;13;13124;40;2;2;4;2;2;40;1;1;42;1; ; ; ; ; ; ; ; ; ;1;4;2;2;1;81; ; ; ;1;61;81;32; ;61;81;32; ;61;81;32; ;4;2;5;2;2;2;1;2;6; ; ; ; ;1;51;31;64; ;2;4;6; ;3;4; ;3; ;98;8;8;8;8;8;8;2; ; ; ;7;1;3;1;6;6;360;6;360;5;5;1;6;1;1;22;6;6;2; ; ;5;5;4;4;5;3;4;5;4;3;8;1;344; ;4; ;88; ; ;3;2; ; ; ; ;9; ; ; ;9; ; ; ;4; ; ;4; ; ;4; ; ; ; ;4; ; ; ; ;4; ; ; ;4; ;11;18;1;1;3;54;99;9;2;2;2;1;64;64;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;2188875631;4;4101;51;2;1;5;5;1;51;1;2;38;1;2;16;1;1;15;1;1;12;1; ; ; ; ; ; ; ; ; ;1;1;1;2;3;14; ; ; ;4;111; ; ; ;111; ; ; ;111; ; ; ;5;2;5;5;2;3;7;3;4; ; ; ; ;4;18; ;3; ; ; ;3; ;4;3;3;4;3;2;4;2; ; ; ;1;1;6;1;4;4;240;4;240;5;5;2;2;4;2;6; ; ;5;5;5;5;5;4;5;4;4;4;5;1;365; ;1;2;1;99; ; ;4;1;2; ; ; ; ;1;2; ; ; ;2; ; ; ;3; ; ;3; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;3; ;10;28;1;2;3;54;3;9;2;1;1;1;4;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;1564129379;13;13104;54;2;2;5;4;2;57;1;1;38;1;2;20;1;1;55;1; ; ; ; ; ; ; ; ; ;1;98;2;2;5; ; ; ;5;81; ; ; ;81; ; ; ;81; ; ; ;4;2;3;3;1;1;1;1;1;1;2;2;1;2;3;7; ; ; ; ;7;82; ;2;5;2; ;1;4; ;2;5;1; ;4;3;3;3;3;3;3;2; ; ; ;2;1;2;1;1;1;60;1;60;5;5;2;2;2;2;2; ; ;3;2;3;3;3;3;2;3;4;2;2;88; ;98; ;88; ; ;5;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;8;21;1;2;3;54;99;5;2;2;2;1;80;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;1111057436;13;13125;29;1;2;5;3;2;29;1;1;33;1;2;27;1; ; ; ; ; ; ; ; ; ;1;3;1;2;7; ; ; ;7;221;261; ; ;221;261; ; ;221;261; ; ;7;1;7;7;2;2;6;5;2; ; ; ; ;98;0; ;3; ; ; ;3; ;4;8;8;8;8;8;8;2; ; ; ;1;1;1;1;3;3;180;3;180;7;7;2;98;98;98;98; ; ;8;8;8;8;8;8;8;8;8;8;8;88; ;98; ;88; ; ;7;8; ; ; ; ;8; ; ; ;4; ; ; ;8; ; ;9; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;14;27;1;2;3;54;3;9;1;2;2;2;48;48;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;472294141;13;13114;29;1;1;4;4;1;29;2;1;66;2;2;62;2;2;90;1; ; ; ; ; ; ; ; ; ;2;3;2;6; ; ; ;6;3;206;221;281;3;206;221;281;3;206;221;281;5;2;6;6;2; ; ; ; ;6;9;1;100;5;62;66; ;2;5;3; ;1;4; ;3; ;4;4;4;3;4;3;4;2; ; ; ;4;1;3;1;3;3;180;3;180;5;6;2;98;98;5;5;4;2; ;3;4;2;2;2;2;2;2;2;2;2;1;342; ;2; ;1;554; ; ;5;2; ; ; ; ;9; ; ; ;98; ; ; ;6; ; ;98; ; ;9; ; ; ; ;98; ; ; ; ;2; ; ; ;9; ;13;28;1;4;3;56;10;9;1;1;2;2;96;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15516_SALUD_VF;472294141;13;13119;36;2;2;4;3;2;36;2;1;36;2;2;21;2; ; ; ; ; ; ; ; ; ;2;1;2;5; ; ; ;5;27; ; ; ;27; ; ; ;27; ; ; ;4;2;4;4;2; ; ; ; ;3;7;8;1;5;61;71; ;2;5;2; ;3;4; ;2;5;2;1; ;4;4;4;4;4;4;4;2; ; ; ;5;1;3;1;3;3;180;3;180;6;6;2;1;5;98;5;1;2; ;5;5;5;5;5;6;5;5;5;5;6;88; ;1; ;1;501; ; ;3;2; ; ; ; ;6; ; ; ;6; ; ; ;6; ; ;6; ; ;98; ; ; ; ;6; ; ; ; ;2; ; ; ;6; ;9;18;2; ;9;2;2;2;1;96;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_VF;1111057436;13;13102;30;1;2;4;3;2;30;1;33;1;45; ; ; ; ; ; ; ; ; ;1;3;1;2;1;98; ; ; ;4;42; ; ; ;42; ; ; ;42; ; ; ;1;3;1;1;2;8;1;1;3; ; ; ; ;1;11;34; ;2;2;5; ;1;4; ;3; ;4;8;8;8;8;8;8;2; ; ; ;2;1;2;1;2;2;120;2;120;3;5;1;7;1;1;4;5;1;2; ; ;6;6;8;6;5;5;6;7;5;4;5;1;334; ;1; ;1;502; ; ;4;4; ; ; ; ;4; ; ; ;2; ; ; ;2;7; ; ;4; ; ;2; ; ; ; ;1; ; ; ; ;3;2; ; ; ;9; ;9;18;1;1;4;34;5;5;1;2;2;1;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;472294141;13;13130;57;3;1;2; ; ; ; ; ; ; ; ; ;2;1;2;6; ; ; ;4;61; ; ; ;61; ; ; ;61; ; ; ;6;2;6;6;1;2;2;2;2;2;2;2; ; ; ; ;2;4;5;8;6;20; ;1;6;2; ;2;1;1; ;1;1;1;6;6;6;6;6;6;1;2;2;6;1; ;4;3;3;5;3;4;4;2; ; ; ;5;1;2;1;3;3;180;3;180;6;6;1;6;1;1;4;5;98;5;4;2; ;4;4;2;3;5;9;4;5;3;3;9;1;346; ;4; ;1;501;504; ;5;2;4;6; ; ; ; ;8; ; ; ;4; ; ; ;98; ; ;6;4; ; ;98; ; ; ; ;98; ; ; ; ;2;3; ; ; ;98; ;15;30;1;1;4;65;99;9;3;1;2;2;96;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15516_SALUD_VF;472294141;13;13115;60;3;2;2;2;2;60;2;1;28;2; ; ; ; ; ; ; ; ; ;2;1;1;5; ; ; ;4;1;14; ; ;1;14; ; ;1;14; ; ;5;2;4;5;1;2;2;2;2;2;2;2; ; ; ; ;9;2;1;3;3;71;131; ;2;5;2; ;1;4; ;2;5;98; ;4;4;4;3;4;4;3;2; ; ; ;4;1;1;1;96;96;5760;96;5760;7;7;2;98;5;5;5;4;2; ;3;8;8;8;8;8;2;8;8;8;8;1;344; ;1;2;1;561; ; ;4;2; ; ; ; ;98; ; ; ;98; ; ; ;98; ; ;98; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;9;18;1;5;3;216;9;9;3;2;2;2;96;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_REGIONES;540399555;5;5109;46;2;2;4;2;2;46;2;1;52;2; ; ; ; ; ; ; ; ; ;2;1;1;3;14; ; ; ;1;61;14;1; ;61;14;1; ;61;14;1; ;3;3;2;2;2; ; ; ; ;100;100;100;3;1;21; ;3; ; ; ;3; ;4;1;1;1;1;1;2;2; ; ; ;5;1;1;1;2;2;120;2;120;4;5;1;5;2;2;4;5;5;5;7;2; ;4;4;1;1;1;2;1;1;1;2;2;1;344; ;2;1;1;522;562; ;2;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;17;27;1;5;5;182;99;9;2;2;1;2;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_REGIONES;540399555;5;5109;60;3;1;5;2;1;60;2;2;28;1; ; ; ; ; ; ; ; ; ;2;1;2;6; ; ; ;6;208; ; ; ;208; ; ; ;208; ; ; ;4;2;3;5;2; ; ; ; ;5;2;2;5;6;62; ;2;6;3; ;1;4; ;2;6;3;2;1;3;5;4;3;5;4;5;2; ; ; ;5;1;3;1;1;1;60;1;60;7;7;1;7;1;1;4;6;5;1;1;2; ;4;4;4;3;4;4;4;3;5;4;3;1;346; ;2;1;1;522; ; ;5;2;4;5; ; ; ; ;6;3;2; ; ;4;5; ; ; ;3;2; ; ;6;4; ; ;3;4; ; ; ;4;3; ; ; ; ;3; ; ; ;4; ;15;30;1;1;4;180;10;9;3;1;1;2;85;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15516_SALUD_VF;472294141;13;13118;69;3;2;4;4;2;69;2;1;65;2;1;40;1;1;37;2; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ;5;1; ; ; ;1; ; ; ;1; ; ; ;5;3;3;1;1;1;2;1;2;1;1;2; ; ; ; ;1;6;1;2;3;61; ;3; ; ; ;2;5;1; ;4;3;3;4;3;8;4;2; ; ; ;5;1;3;1;6;6;360;6;360;3;6;1;5;1;1;98;5;98;5;4;2; ;8;8;1;4;3;8;1;3;2;5;1;1;342; ;98; ;88; ; ;3;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;5; ; ; ;9; ;9;18;2; ;9;3;2;2;2;96;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_VF;606426807;13;13116;24;1;2;8;4;1;68;1;2;66;1;1;47;1;2;24;1; ; ; ; ; ; ; ; ; ;1;1;1;2;5; ; ; ;4;31; ; ; ;31; ; ; ;31; ; ; ;5;2;6;5;2;3;7;3;5; ; ; ; ;3;21; ;3; ; ; ;3; ;98;8;8;8;8;8;8;2; ; ; ;1;1;4;1;2;2;120;2;120;5;5;1;6;1;1;5;6;4;6; ; ;5;4;2;1;4;8;2;8;8;8;8;1;350;355;98; ;88; ; ;2;98; ; ; ; ;98; ; ; ;98; ; ; ;98; ; ;98; ; ;5; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;9;18;2; ;9;1;2;2;2;16;16;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
